# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.0 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (Meteosat Second Generation satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: MINES ParisTech (France)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2022-06-17T00:00:00.0
# Date end (ISO 8601): 2022-07-18T00:00:00.0
# Latitude (positive North, ISO 19115): 41.8900
# Longitude (positive East, ISO 19115): 12.4900
# Altitude (m): 39.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2022-07-19
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2022-06-28T18:00:00.0/2022-06-28T19:00:00.0;60.0550;16.5773;1.3307;15.2466;14.6506;13.2815;0.0000;13.2815;0.0000;1.0000
2022-06-28T19:00:00.0/2022-06-28T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-28T20:00:00.0/2022-06-28T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-28T21:00:00.0/2022-06-28T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-28T22:00:00.0/2022-06-28T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-28T23:00:00.0/2022-06-29T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-29T00:00:00.0/2022-06-29T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-29T01:00:00.0/2022-06-29T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-29T02:00:00.0/2022-06-29T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-29T03:00:00.0/2022-06-29T04:00:00.0;8.9033;2.3529;0.2445;2.1084;6.3546;1.3020;0.0000;1.3020;0.0000;1.0000
2022-06-29T04:00:00.0/2022-06-29T05:00:00.0;177.3663;83.1583;39.2049;43.9534;252.8800;74.2117;31.6824;42.5293;187.2737;1.0000
2022-06-29T05:00:00.0/2022-06-29T06:00:00.0;411.4769;252.5197;166.4880;86.0317;523.7652;237.2226;162.3273;74.8953;509.4112;1.0000
2022-06-29T06:00:00.0/2022-06-29T07:00:00.0;641.1967;440.1764;325.9476;114.2287;666.7194;424.7312;326.2574;98.4738;667.0586;1.0000
2022-06-29T07:00:00.0/2022-06-29T08:00:00.0;850.8713;617.7415;482.2262;135.5154;745.4475;604.8513;487.1515;117.6998;752.9479;1.0000
2022-06-29T08:00:00.0/2022-06-29T09:00:00.0;1026.2106;768.5778;616.7838;151.7940;791.3260;760.7433;628.9474;131.7958;806.8455;1.0000
2022-06-29T09:00:00.0/2022-06-29T10:00:00.0;1155.2623;879.5593;713.5169;166.0423;813.5278;875.8891;733.4736;142.4155;836.2340;1.0000
2022-06-29T10:00:00.0/2022-06-29T11:00:00.0;1229.2280;941.8177;763.1675;178.6503;817.8698;940.2206;789.3912;150.8294;845.9605;1.0000
2022-06-29T11:00:00.0/2022-06-29T12:00:00.0;1243.0626;950.6778;763.7038;186.9740;809.3107;949.9351;793.3145;156.6205;840.6943;1.0000
2022-06-29T12:00:00.0/2022-06-29T13:00:00.0;1195.8192;908.0444;723.9519;184.0925;797.4633;906.4393;751.2318;155.2076;827.4815;1.0000
2022-06-29T13:00:00.0/2022-06-29T14:00:00.0;1090.7135;817.2267;646.9814;170.2453;781.1431;812.3391;666.1082;146.2309;804.1604;1.0000
2022-06-29T14:00:00.0/2022-06-29T15:00:00.0;934.9045;682.6772;530.3857;152.2915;746.6096;672.4056;539.9826;132.4230;759.9678;1.0000
2022-06-29T15:00:00.0/2022-06-29T16:00:00.0;739.0067;516.6883;388.3791;128.3092;690.6497;502.1655;390.4361;111.7294;694.0445;1.0000
2022-06-29T16:00:00.0/2022-06-29T17:00:00.0;516.3658;334.2580;235.8890;98.3690;597.1561;318.0561;231.6431;86.4130;585.5998;1.0000
2022-06-29T17:00:00.0/2022-06-29T18:00:00.0;282.1488;154.9227;93.2005;61.7222;417.7615;141.2953;84.5168;56.7785;373.4011;1.0000
2022-06-29T18:00:00.0/2022-06-29T19:00:00.0;59.9730;22.5730;7.9996;14.5734;90.8296;18.2353;3.4845;14.7508;32.7487;1.0000
2022-06-29T19:00:00.0/2022-06-29T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-29T20:00:00.0/2022-06-29T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-29T21:00:00.0/2022-06-29T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-29T22:00:00.0/2022-06-29T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-29T23:00:00.0/2022-06-30T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-30T00:00:00.0/2022-06-30T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-30T01:00:00.0/2022-06-30T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-30T02:00:00.0/2022-06-30T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-30T03:00:00.0/2022-06-30T04:00:00.0;8.4209;2.3626;0.3270;2.0355;8.4309;1.2704;0.0000;1.2704;0.0000;1.0000
2022-06-30T04:00:00.0/2022-06-30T05:00:00.0;175.7063;88.1831;48.2735;39.9096;317.7712;78.5658;40.6234;37.9424;248.2018;1.0000
2022-06-30T05:00:00.0/2022-06-30T06:00:00.0;409.8891;264.8564;191.1369;73.7195;605.0405;248.3741;185.9677;62.4065;587.6141;1.0000
2022-06-30T06:00:00.0/2022-06-30T07:00:00.0;639.7343;458.1131;363.3977;94.7154;745.4027;440.5956;359.9164;80.6791;738.0738;1.0000
2022-06-30T07:00:00.0/2022-06-30T08:00:00.0;849.5786;639.8829;530.4293;109.4536;821.3277;624.1384;528.5186;95.6199;818.2479;1.0000
2022-06-30T08:00:00.0/2022-06-30T09:00:00.0;1025.1195;794.0901;673.8670;120.2231;865.4913;782.6567;676.6845;105.9722;869.0364;1.0000
2022-06-30T09:00:00.0/2022-06-30T10:00:00.0;1154.3910;908.9474;781.8165;127.1309;891.9676;900.3813;788.5463;111.8350;899.6298;1.0000
2022-06-30T10:00:00.0/2022-06-30T11:00:00.0;1228.5787;975.6139;845.1036;130.5103;906.0826;968.0519;853.9410;114.1109;915.5539;1.0000
2022-06-30T11:00:00.0/2022-06-30T12:00:00.0;1242.6219;988.2756;856.8228;131.4529;908.2844;980.9250;866.2260;114.6990;918.2523;1.0000
2022-06-30T12:00:00.0/2022-06-30T13:00:00.0;1195.5592;947.0949;819.2029;127.8920;902.5466;938.7863;826.4748;112.3114;910.5385;1.0000
2022-06-30T13:00:00.0/2022-06-30T14:00:00.0;1090.5931;855.2772;735.3329;119.9443;887.9384;844.7748;738.4177;106.3571;891.6100;1.0000
2022-06-30T14:00:00.0/2022-06-30T15:00:00.0;934.8727;718.8241;609.2726;109.5515;857.8398;704.0317;607.1287;96.9030;854.6843;1.0000
2022-06-30T15:00:00.0/2022-06-30T16:00:00.0;739.0061;548.2352;450.9890;97.2462;802.0698;530.0706;445.7741;84.2965;792.7118;1.0000
2022-06-30T16:00:00.0/2022-06-30T17:00:00.0;516.3364;357.8290;276.6772;81.1519;700.8232;339.4276;270.8101;68.6175;685.4769;1.0000
2022-06-30T17:00:00.0/2022-06-30T18:00:00.0;282.0324;168.0024;111.8302;56.1722;502.7618;153.0400;104.0352;49.0047;462.8922;1.0000
2022-06-30T18:00:00.0/2022-06-30T19:00:00.0;59.7759;24.5283;9.8515;14.6769;111.6226;19.8797;5.3288;14.5509;51.5386;1.0000
2022-06-30T19:00:00.0/2022-06-30T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-30T20:00:00.0/2022-06-30T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-30T21:00:00.0/2022-06-30T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-30T22:00:00.0/2022-06-30T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-06-30T23:00:00.0/2022-07-01T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-01T00:00:00.0/2022-07-01T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-01T01:00:00.0/2022-07-01T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-01T02:00:00.0/2022-07-01T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-01T03:00:00.0/2022-07-01T04:00:00.0;7.9477;1.9131;0.0700;1.8431;1.7967;0.8557;0.0000;0.8557;0.0000;1.0000
2022-07-01T04:00:00.0/2022-07-01T05:00:00.0;173.9589;69.7991;18.3840;51.4151;114.9132;46.1773;3.7449;42.4324;18.1738;1.0000
2022-07-01T05:00:00.0/2022-07-01T06:00:00.0;408.2279;221.5064;101.2675;120.2389;318.3676;207.7648;99.6395;108.1253;310.0747;1.0000
2022-07-01T06:00:00.0/2022-07-01T07:00:00.0;638.2112;393.8319;211.1669;182.6650;434.0784;362.4645;188.1122;174.3523;392.7394;1.0000
2022-07-01T07:00:00.0/2022-07-01T08:00:00.0;848.2356;553.4033;304.4358;248.9675;472.2979;500.7696;252.9960;247.7736;390.1036;1.0000
2022-07-01T08:00:00.0/2022-07-01T09:00:00.0;1023.9860;688.0582;384.3486;303.7096;494.2445;670.9634;406.5058;264.4576;520.5481;1.0000
2022-07-01T09:00:00.0/2022-07-01T10:00:00.0;1153.4814;793.4368;454.7608;338.6760;519.0294;802.7148;529.3223;273.3925;604.1428;1.0000
2022-07-01T10:00:00.0/2022-07-01T11:00:00.0;1227.8917;860.2883;508.9882;351.3001;545.9615;872.0839;592.3608;279.7231;635.3911;1.0000
2022-07-01T11:00:00.0/2022-07-01T12:00:00.0;1242.1405;873.2308;521.3478;351.8829;552.8518;848.3434;546.4961;301.8474;579.3174;1.0000
2022-07-01T12:00:00.0/2022-07-01T13:00:00.0;1195.2515;828.5951;482.9480;345.6472;532.0138;717.1862;356.5513;360.6349;391.6555;1.0000
2022-07-01T13:00:00.0/2022-07-01T14:00:00.0;1090.4152;729.9589;399.4101;330.5489;481.8568;467.7995;106.2496;361.5499;129.0789;1.0000
2022-07-01T14:00:00.0/2022-07-01T15:00:00.0;934.7712;588.5208;290.1463;298.3745;407.4553;491.1189;172.5637;318.5552;242.0621;1.0000
2022-07-01T15:00:00.0/2022-07-01T16:00:00.0;738.9220;427.1136;185.0065;242.1070;328.0379;339.4254;82.9121;256.5133;149.1624;1.0000
2022-07-01T16:00:00.0/2022-07-01T17:00:00.0;516.2092;262.2429;92.8317;169.4112;232.4073;213.6916;51.0773;162.6143;121.8381;1.0000
2022-07-01T17:00:00.0/2022-07-01T18:00:00.0;281.8042;111.4087;22.9327;88.4761;97.5851;90.7709;1.9038;88.8671;7.6330;1.0000
2022-07-01T18:00:00.0/2022-07-01T19:00:00.0;59.5213;15.9639;0.8225;15.1414;9.2533;12.6958;0.0000;12.6958;0.0000;1.0000
2022-07-01T19:00:00.0/2022-07-01T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-01T20:00:00.0/2022-07-01T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-01T21:00:00.0/2022-07-01T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-01T22:00:00.0/2022-07-01T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-01T23:00:00.0/2022-07-02T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-02T00:00:00.0/2022-07-02T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-02T01:00:00.0/2022-07-02T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-02T02:00:00.0/2022-07-02T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-02T03:00:00.0/2022-07-02T04:00:00.0;7.4425;1.9816;0.2137;1.7679;5.7025;0.9764;0.0000;0.9764;0.0000;1.0000
2022-07-02T04:00:00.0/2022-07-02T05:00:00.0;172.1258;84.2062;45.1864;39.0197;298.7038;74.9743;37.4150;37.5593;228.3767;1.0000
2022-07-02T05:00:00.0/2022-07-02T06:00:00.0;406.4951;260.4497;191.7995;68.6502;611.0807;244.1255;184.9808;59.1447;588.3212;1.0000
2022-07-02T06:00:00.0/2022-07-02T07:00:00.0;636.6290;454.5505;372.6601;81.8904;767.8105;437.1386;365.1217;72.0169;752.1309;1.0000
2022-07-02T07:00:00.0/2022-07-02T08:00:00.0;846.8439;638.2028;549.8714;88.3313;853.9773;622.3494;541.0405;81.3089;840.1630;1.0000
2022-07-02T08:00:00.0/2022-07-02T09:00:00.0;1022.8110;795.3948;705.1589;90.2359;907.5621;783.3698;697.4480;85.9218;897.6051;1.0000
2022-07-02T09:00:00.0/2022-07-02T10:00:00.0;1152.5341;910.1738;816.4804;93.6934;933.0396;901.0256;810.6553;90.3703;926.3450;1.0000
2022-07-02T10:00:00.0/2022-07-02T11:00:00.0;1227.1671;973.5818;873.7025;99.8793;937.7841;966.1270;870.9931;95.1339;934.8668;1.0000
2022-07-02T11:00:00.0/2022-07-02T12:00:00.0;1241.6177;983.6819;879.2296;104.4524;932.7213;976.9529;878.4355;98.5174;931.8804;1.0000
2022-07-02T12:00:00.0/2022-07-02T13:00:00.0;1194.8954;940.6659;836.7994;103.8665;922.3712;933.3536;835.0203;98.3333;920.3907;1.0000
2022-07-02T13:00:00.0/2022-07-02T14:00:00.0;1090.1787;847.8683;749.7567;98.1117;905.6288;838.4224;744.7228;93.6995;899.4940;1.0000
2022-07-02T14:00:00.0/2022-07-02T15:00:00.0;934.5987;711.2890;620.9415;90.3475;874.4717;697.4045;611.7352;85.6693;861.3541;1.0000
2022-07-02T15:00:00.0/2022-07-02T16:00:00.0;738.7530;540.8735;458.2704;82.6031;815.1153;523.4990;447.5406;75.9584;795.9453;1.0000
2022-07-02T16:00:00.0/2022-07-02T17:00:00.0;515.9827;351.0533;278.9441;72.1092;706.7717;333.2481;269.4688;63.7792;682.2134;1.0000
2022-07-02T17:00:00.0/2022-07-02T18:00:00.0;281.4629;163.3144;111.6648;51.6496;502.6590;148.7944;101.9279;46.8665;453.6837;1.0000
2022-07-02T18:00:00.0/2022-07-02T19:00:00.0;59.1780;23.4870;9.9270;13.5601;113.8752;18.9199;5.0614;13.8585;49.0511;1.0000
2022-07-02T19:00:00.0/2022-07-02T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-02T20:00:00.0/2022-07-02T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-02T21:00:00.0/2022-07-02T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-02T22:00:00.0/2022-07-02T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-02T23:00:00.0/2022-07-03T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-03T00:00:00.0/2022-07-03T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-03T01:00:00.0/2022-07-03T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-03T02:00:00.0/2022-07-03T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-03T03:00:00.0/2022-07-03T04:00:00.0;6.9521;1.7880;0.1564;1.6316;4.3900;0.8399;0.0000;0.8399;0.0000;1.0000
2022-07-03T04:00:00.0/2022-07-03T05:00:00.0;170.2091;78.0477;35.1059;42.9418;233.2491;69.4986;27.6998;41.7988;166.7255;1.0000
2022-07-03T05:00:00.0/2022-07-03T06:00:00.0;404.6924;244.4058;154.5054;89.9004;493.8169;229.4593;151.0560;78.4033;481.3003;1.0000
2022-07-03T06:00:00.0/2022-07-03T07:00:00.0;634.9893;431.1759;306.4320;124.7439;632.6868;416.1105;309.5190;106.5915;638.7112;1.0000
2022-07-03T07:00:00.0/2022-07-03T08:00:00.0;845.4045;608.8775;456.4628;152.4147;710.0407;596.3805;466.6982;129.6824;725.8381;1.0000
2022-07-03T08:00:00.0/2022-07-03T09:00:00.0;1021.5953;760.0273;585.8383;174.1891;754.9080;752.6445;605.2479;147.3966;779.8129;1.0000
2022-07-03T09:00:00.0/2022-07-03T10:00:00.0;1151.5496;871.2910;679.1575;192.1335;776.7321;868.3281;708.1352;160.1929;809.8225;1.0000
2022-07-03T10:00:00.0/2022-07-03T11:00:00.0;1226.4048;933.5778;726.9347;206.6431;780.7322;932.9186;763.2019;169.7167;819.6683;1.0000
2022-07-03T11:00:00.0/2022-07-03T12:00:00.0;1241.0532;942.0612;725.1356;216.9256;769.5761;942.4713;765.5298;176.9415;812.4516;1.0000
2022-07-03T12:00:00.0/2022-07-03T13:00:00.0;1194.4901;898.8999;683.9098;214.9902;754.0695;898.5814;721.9522;176.6292;795.9859;1.0000
2022-07-03T13:00:00.0/2022-07-03T14:00:00.0;1089.8826;807.4677;606.6635;200.8042;732.8537;803.8222;635.7341;168.0881;767.9044;1.0000
2022-07-03T14:00:00.0/2022-07-03T15:00:00.0;934.3539;672.1348;490.7564;181.3784;690.9393;640.7020;460.4846;180.2174;643.7211;1.0000
2022-07-03T15:00:00.0/2022-07-03T16:00:00.0;738.4978;504.8299;349.6933;155.1366;621.6148;435.3080;245.7816;189.5264;441.5161;1.0000
2022-07-03T16:00:00.0/2022-07-03T17:00:00.0;515.6556;321.0202;200.6602;120.3600;507.0000;260.5484;120.5374;140.0110;303.2077;1.0000
2022-07-03T17:00:00.0/2022-07-03T18:00:00.0;281.0074;143.1595;69.1916;73.9679;306.0675;123.7367;50.7985;72.9382;226.6485;1.0000
2022-07-03T18:00:00.0/2022-07-03T19:00:00.0;58.7452;19.7726;4.2205;15.5521;46.8481;15.9172;0.9552;14.9620;8.4366;1.0000
2022-07-03T19:00:00.0/2022-07-03T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-03T20:00:00.0/2022-07-03T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-03T21:00:00.0/2022-07-03T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-03T22:00:00.0/2022-07-03T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-03T23:00:00.0/2022-07-04T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-04T00:00:00.0/2022-07-04T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-04T01:00:00.0/2022-07-04T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-04T02:00:00.0/2022-07-04T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-04T03:00:00.0/2022-07-04T04:00:00.0;6.4388;1.6159;0.1375;1.4784;3.8843;0.7445;0.0000;0.7445;0.0000;1.0000
2022-07-04T04:00:00.0/2022-07-04T05:00:00.0;168.2108;76.0247;34.1703;41.8543;228.6379;67.5970;26.5425;41.0546;160.2136;1.0000
2022-07-04T05:00:00.0/2022-07-04T06:00:00.0;402.8217;241.5702;153.8943;87.6759;493.7878;226.7507;149.6090;77.1417;478.5107;1.0000
2022-07-04T06:00:00.0/2022-07-04T07:00:00.0;633.2936;427.8272;306.3483;121.4790;634.2784;412.9480;308.1852;104.7628;637.6860;1.0000
2022-07-04T07:00:00.0/2022-07-04T08:00:00.0;843.9188;604.7341;455.3186;149.4156;709.5296;592.5596;464.3356;128.2240;723.4410;1.0000
2022-07-04T08:00:00.0/2022-07-04T09:00:00.0;1020.3398;755.4922;583.8482;171.6440;753.2681;748.5252;602.1853;146.3399;776.8090;1.0000
2022-07-04T09:00:00.0/2022-07-04T10:00:00.0;1150.5282;866.5319;680.3834;186.1486;778.7589;864.1434;707.1353;157.0081;809.3534;1.0000
2022-07-04T10:00:00.0/2022-07-04T11:00:00.0;1225.6051;928.4155;735.4114;193.0041;790.3214;928.5255;766.6410;161.8845;823.8772;1.0000
2022-07-04T11:00:00.0/2022-07-04T12:00:00.0;1240.4469;937.2515;741.4729;195.7786;787.3028;938.3890;773.9297;164.4592;821.7662;1.0000
2022-07-04T12:00:00.0/2022-07-04T13:00:00.0;1194.0352;894.0273;697.8047;196.2227;769.6064;894.3890;728.6408;165.7482;803.6158;1.0000
2022-07-04T13:00:00.0/2022-07-04T14:00:00.0;1089.5262;801.3915;607.9298;193.4618;734.4713;798.5123;633.9241;164.5882;765.8536;1.0000
2022-07-04T14:00:00.0/2022-07-04T15:00:00.0;934.0363;664.6719;480.6270;184.0448;676.6075;656.3179;498.9387;157.3793;702.3302;1.0000
2022-07-04T15:00:00.0/2022-07-04T16:00:00.0;738.1558;493.0125;325.4473;167.5652;577.6157;480.6761;336.4358;144.2403;597.0064;1.0000
2022-07-04T16:00:00.0/2022-07-04T17:00:00.0;515.2276;303.6266;166.1831;137.4435;417.5531;289.7639;167.4197;122.3442;419.7097;1.0000
2022-07-04T17:00:00.0/2022-07-04T18:00:00.0;280.4372;127.6272;44.9444;82.6828;193.8326;116.7657;36.8620;79.9037;151.2696;1.0000
2022-07-04T18:00:00.0/2022-07-04T19:00:00.0;58.2228;16.9636;1.6142;15.3494;17.7340;13.6323;0.0000;13.6323;0.0000;1.0000
2022-07-04T19:00:00.0/2022-07-04T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-04T20:00:00.0/2022-07-04T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-04T21:00:00.0/2022-07-04T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-04T22:00:00.0/2022-07-04T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-04T23:00:00.0/2022-07-05T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-05T00:00:00.0/2022-07-05T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-05T01:00:00.0/2022-07-05T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-05T02:00:00.0/2022-07-05T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-05T03:00:00.0/2022-07-05T04:00:00.0;5.9140;1.2875;0.0413;1.2462;1.0758;0.4941;0.0000;0.4941;0.0000;1.0000
2022-07-05T04:00:00.0/2022-07-05T05:00:00.0;166.1323;60.1856;11.3755;48.8100;70.3831;53.7818;5.8869;47.8948;31.3604;1.0000
2022-07-05T05:00:00.0/2022-07-05T06:00:00.0;400.8844;209.1644;87.9877;121.1767;278.7195;197.3615;87.0950;110.2664;273.4852;1.0000
2022-07-05T06:00:00.0/2022-07-05T07:00:00.0;631.5432;398.6211;228.9985;169.6226;472.4103;386.6035;241.4383;145.1653;497.8927;1.0000
2022-07-05T07:00:00.0/2022-07-05T08:00:00.0;842.3877;589.4498;400.0207;189.4291;622.9337;578.8747;421.1914;157.6833;656.0635;1.0000
2022-07-05T08:00:00.0/2022-07-05T09:00:00.0;1019.0450;755.4332;567.8292;187.6041;732.7625;748.1523;591.5363;156.6160;763.4525;1.0000
